playlist_id,playlist_name,collection_date,mean_track_date,playlist_type,nb_tracks,nb_clusters,nb_clusters_2,hh_index,hh_index_2,distances,distances_2,distances_3,stirling_index,stirling_index_2
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-10-06 00:00:00+00:00,2023-07-16 15:50:24+00:00,Editorial,50,2,8,7048.0,2056.0,0.37482747083365786,0.7651595622156047,0.8566089873876208,[[0.11064907]],[[0.29704001]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-10-13 00:00:00+00:00,2023-07-21 02:24:00+00:00,Editorial,50,3,3,3888.0,3888.0,0.444558059644008,0.444558059644008,0.847871705520659,[[0.19261225]],[[0.19261225]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-10-20 00:00:00+00:00,2023-07-30 21:36:00+00:00,Editorial,50,2,6,6352.0,2728.0,0.32383364450913915,0.8127641273272312,0.8655272597527506,[[0.11813451]],[[0.27374922]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-10-27 00:00:00+00:00,2023-08-03 13:42:51.428571392+00:00,Editorial,49,2,6,6301.541024573094,2236.5680966264053,0.31543831084189794,0.7755198841459505,0.8787120658927188,[[0.11666357]],[[0.28137387]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-11-03 00:00:00+00:00,2023-08-12 03:50:24+00:00,Editorial,50,3,9,4072.0,1776.0,0.4808578005045048,0.8762789966279272,0.9033408827678159,[[0.20002927]],[[0.32227743]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-11-10 00:00:00+00:00,2023-08-12 03:50:24+00:00,Editorial,50,3,9,4072.0,1776.0,0.4808578005045048,0.8762789966279272,0.9033408827678159,[[0.20002927]],[[0.32227743]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-11-17 00:00:00+00:00,2023-08-16 11:02:24+00:00,Editorial,50,2,8,5800.0,1880.0,0.30991342476982675,0.8551374859190783,0.9149893606283196,[[0.13016364]],[[0.3207678]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-11-24 00:00:00+00:00,2023-08-28 01:26:24+00:00,Editorial,50,2,6,5392.0,2008.0000000000002,0.2833487438591849,0.6916887560805373,0.9098344711382066,[[0.1305671]],[[0.28889612]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-12-01 00:00:00+00:00,2023-09-01 10:04:48+00:00,Editorial,50,2,7,6152.0,1728.0,0.32301080575242735,0.7194977235491545,0.9211173126139527,[[0.12429456]],[[0.31005596]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-12-08 00:00:00+00:00,2023-09-27 23:31:12+00:00,Editorial,50,2,6,6152.0,2064.0,0.3002225046344118,0.6891280909261911,0.9291247734428573,[[0.11552562]],[[0.29241979]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-12-15 00:00:00+00:00,2023-10-18 10:04:48+00:00,Editorial,50,2,4,5512.0,2648.0,0.28176769933583923,0.49720512892815516,0.8740072843123867,[[0.12645734]],[[0.23574437]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-12-22 00:00:00+00:00,2023-10-25 09:07:12+00:00,Editorial,50,3,10,4024.0,1224.0,0.46936217519539425,0.8082510201404709,0.9259600499703214,[[0.20522474]],[[0.34342934]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2023-12-29 00:00:00+00:00,2023-10-26 01:55:12+00:00,Editorial,50,2,6,5968.0,1808.0,0.3394260366860805,0.6620744976979533,0.9303713572929085,[[0.13685658]],[[0.31058528]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-01-05 00:00:00+00:00,2023-10-26 01:55:12+00:00,Editorial,50,3,10,4136.000000000001,1248.0,0.48479949312251747,0.793320990182479,0.9303713572929085,[[0.20826838]],[[0.34555995]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-01-12 00:00:00+00:00,2023-10-26 01:55:12+00:00,Editorial,50,2,10,5800.0,1168.0,0.33456267479073815,0.7890526174307755,0.9303713572929085,[[0.14051632]],[[0.34805607]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-01-19 00:00:00+00:00,2023-10-26 00:28:48+00:00,Editorial,50,4,7,3640.0,1856.0,0.6109864187475013,0.8063520105414518,0.9469549698172235,[[0.24957095]],[[0.31917863]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-01-26 00:00:00+00:00,2023-10-29 01:26:24+00:00,Editorial,50,3,9,3752.0,1632.0000000000002,0.4651191561321808,0.8732385133960833,0.9342278371622477,[[0.21147977]],[[0.33242568]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-02-02 00:00:00+00:00,2023-10-31 07:12:00+00:00,Editorial,50,2,8,5200.0,1576.0000000000002,0.2943670137123336,0.7714047063466678,0.9447995060327238,[[0.14129617]],[[0.32990201]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-02-09 00:00:00+00:00,2023-10-30 15:50:24+00:00,Editorial,50,2,9,5800.0,1640.0,0.3086257619074312,0.8432506469866136,0.8927926656717087,[[0.12962282]],[[0.3078915]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-02-16 00:00:00+00:00,2023-11-03 17:45:36+00:00,Editorial,50,3,8,4343.999999999999,1496.0,0.4993752132276654,0.7168818053011767,0.9019136141525101,[[0.19318176]],[[0.30761291]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-02-23 00:00:00+00:00,2023-11-14 03:21:36+00:00,Editorial,50,3,8,4472.0,1616.0,0.525228503120504,0.7676281024007142,0.9200662789922508,[[0.20168236]],[[0.31620921]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-03-01 00:00:00+00:00,2023-11-21 07:12:00+00:00,Editorial,50,4,6,2928.0,2352.0,0.5654754720256622,0.6876213352942729,0.946679961022188,[[0.25433538]],[[0.29169679]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-03-08 00:00:00+00:00,2023-11-25 01:26:24+00:00,Editorial,50,2,4,6152.0,3416.0,0.3410408503759337,0.569137409123871,0.915324840455089,[[0.13123252]],[[0.23452157]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2024-03-15 00:00:00+00:00,2023-11-28 06:14:24+00:00,Editorial,50,3,9,3992.0,1320.0,0.4684020683550363,0.7620665480320762,0.9258263830808093,[[0.20394995]],[[0.3266161]]
