playlist_id,playlist_name,collection_date,mean_track_date,playlist_type,nb_tracks,nb_clusters,nb_clusters_2,hh_index,hh_index_2,distances,distances_2,distances_3,stirling_index,stirling_index_2
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-10-07 00:00:00+00:00,2022-07-13 06:38:17.872340480+00:00,Editorial,47,2,9,5509.280217292893,1480.3078315980088,0.3228306057457649,0.7810138875546448,0.9183783605354804,[[0.14497418]],[[0.33232007]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-10-14 00:00:00+00:00,2022-07-13 07:39:34.468084992+00:00,Editorial,47,2,9,5509.280217292893,1462.2000905387056,0.3248437799757777,0.7948438876866959,0.9106713867641156,[[0.14587824]],[[0.33320005]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-10-21 00:00:00+00:00,2022-07-22 10:00:00+00:00,Editorial,48,4,6,2769.097222222222,2361.111111111111,0.5452650119032807,0.7574863110216266,0.9019347320963144,[[0.25386427]],[[0.29116078]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-10-28 00:00:00+00:00,2022-07-25 16:00:00+00:00,Editorial,48,4,10,2743.0555555555557,1362.8472222222217,0.5454274243938712,0.8375971757349757,0.9116838137117654,[[0.25744773]],[[0.33768263]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-11-04 00:00:00+00:00,2022-07-28 06:22:02.448979712+00:00,Editorial,49,2,7,5601.832569762599,1778.4256559766761,0.31857643464474344,0.7853685355886136,0.910518310469653,[[0.14011525]],[[0.30664498]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-11-11 00:00:00+00:00,2022-07-30 07:20:48.979591936+00:00,Editorial,49,3,5,3469.3877551020405,2261.557684298209,0.446817731309966,0.6176266005528173,0.9230972894620383,[[0.2166142]],[[0.28671745]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-11-18 00:00:00+00:00,2022-08-16 10:43:24.255319040+00:00,Editorial,47,2,5,6197.3743775464,2883.657763693979,0.37107389144755354,0.7962834758755788,0.8955432158304202,[[0.14110551]],[[0.27342125]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-11-25 00:00:00+00:00,2022-08-24 16:09:47.755101952+00:00,Editorial,49,2,10,6301.541024573094,1470.2207413577676,0.3598843443438415,0.8683995522769837,0.8848149736813541,[[0.13310175]],[[0.32603756]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-12-02 00:00:00+00:00,2022-08-28 01:28:09.795918336+00:00,Editorial,49,2,5,6751.353602665555,2744.689712619742,0.36612738119835714,0.7850258593080727,0.8951823678107674,[[0.11894184]],[[0.26388724]]
11e84493-3fd4-9a76-b003-a0369fe50396,Afro Hits,2022-12-09 00:00:00+00:00,2022-09-05 09:18:22.040816384+00:00,Editorial,49,2,8,5918.367346938776,1711.7867555185337,0.36461544967603415,0.9030013091932734,0.9506935332817651,[[0.14882263]],[[0.33389791]]
